Fighting -> Rock -> Flying (<- 0.5x | 2x ->)
Bug/Rock -> Electric/Grass -> Electric/Rock (<- 1x | 2x ->)
Bug/Rock -> Dragon/Grass -> Electric/Rock (<- 1x | 2x ->)
Bug/Rock -> Rock/Psychic -> Bug/Water (<- 2x | 2x ->)
Bug/Rock -> Rock/Psychic -> Fire/Water (<- 2x | 2x ->)
Bug/Rock -> Rock/Psychic -> Ice/Water (<- 2x | 2x ->)
Bug/Rock -> Rock/Ice -> Rock/Ice (<- 2x | 2x ->)
Bug/Rock -> Rock/Ice -> Bug/Water (<- 2x | 2x ->)
Bug/Rock -> Rock/Ice -> Fire/Water (<- 2x | 2x ->)
Bug/Rock -> Rock/Ice -> Ice/Water (<- 2x | 2x ->)
Bug/Rock -> Dark/Rock -> Bug/Water (<- 2x | 2x ->)
Bug/Rock -> Dark/Rock -> Fire/Water (<- 2x | 2x ->)
Bug/Rock -> Dark/Rock -> Psychic/Water (<- 2x | 2x ->)
Bug/Rock -> Dark/Rock -> Ice/Water (<- 2x | 2x ->)
Bug/Rock -> Electric/Grass -> Rock/Fairy (<- 1x | 2x ->)
Bug/Rock -> Bug/Ghost -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Bug/Grass -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Bug/Grass -> Fairy/Water (<- 1x | 2x ->)
Bug/Rock -> Bug/Electric -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Bug/Electric -> Fairy/Water (<- 1x | 2x ->)
Bug/Rock -> Bug/Dark -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Bug/Dark -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Bug/Fairy -> Dragon/Water (<- 1x | 2x ->)
Bug/Rock -> Ghost/Fire -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Fire/Grass -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Electric/Grass -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Ice/Grass -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Dragon/Grass -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Electric/Ice -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Electric/Dark -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Dark/Ice -> Ghost/Water (<- 1x | 2x ->)
Bug/Rock -> Fire/Grass -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Electric/Fire -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Dragon/Fire -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Fire/Fairy -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Dark/Dragon -> Steel/Psychic (<- 1x | 2x ->)
Bug/Rock -> Fire/Grass -> Dark/Steel (<- 1x | 2x ->)
Bug/Rock -> Electric/Fire -> Dark/Steel (<- 1x | 2x ->)
Bug/Rock -> Dragon/Fire -> Dark/Steel (<- 1x | 2x ->)
Bug/Rock -> Fire/Fairy -> Dark/Steel (<- 1x | 2x ->)
Bug/Rock -> Fire/Grass -> Electric/Water (<- 1x | 2x ->)
Bug/Rock -> Fire/Grass -> Fairy/Water (<- 1x | 2x ->)
Bug/Rock -> Ice/Fairy -> Dragon/Water (<- 1x | 2x ->)
Bug/Rock -> Electric/Grass -> Fairy/Water (<- 1x | 2x ->)
Bug/Rock -> Ice/Grass -> Fairy/Water (<- 1x | 2x ->)
Bug/Rock -> Electric/Psychic -> Fairy/Water (<- 1x | 2x ->)
Bug/Rock -> Electric/Ice -> Fairy/Water (<- 1x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Rock (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Bug/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Bug/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Bug/Dark (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Steel/Psychic (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Fire/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Fire/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Dark/Fire (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Psychic/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ice/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Psychic/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Ice/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Rock -> Dark/Ice (<- 2x | 2x ->)
Ghost/Rock -> Rock/Fire -> Electric/Steel (<- 1x | 2x ->)
Ghost/Rock -> Rock/Fire -> Steel/Fairy (<- 1x | 2x ->)
Ghost/Rock -> Rock/Fire -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Rock/Fire -> Dark/Grass (<- 1x | 2x ->)
Ghost/Rock -> Rock/Fire -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Rock -> Electric/Psychic -> Rock/Water (<- 1x | 2x ->)
Ghost/Rock -> Rock/Ice -> Dark/Dragon (<- 1x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Dark/Rock (<- 1x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Bug/Ghost (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Bug/Dark (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Water (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Bug/Ghost -> Dark/Ice (<- 2x | 2x ->)
Ghost/Rock -> Bug/Grass -> Bug/Grass (<- 2x | 2x ->)
Ghost/Rock -> Bug/Grass -> Bug/Dark (<- 2x | 2x ->)
Ghost/Rock -> Bug/Grass -> Ice/Water (<- 2x | 2x ->)
Ghost/Rock -> Bug/Grass -> Ice/Grass (<- 2x | 2x ->)
Ghost/Rock -> Bug/Grass -> Dark/Ice (<- 2x | 2x ->)
Ghost/Rock -> Bug/Electric -> Steel/Water (<- 1x | 2x ->)
Ghost/Rock -> Bug/Electric -> Water/Grass (<- 1x | 2x ->)
Ghost/Rock -> Bug/Electric -> Dark/Water (<- 1x | 2x ->)
Ghost/Rock -> Bug/Electric -> Fairy/Water (<- 1x | 2x ->)
Ghost/Rock -> Bug/Electric -> Dragon/Grass (<- 1x | 2x ->)
Ghost/Rock -> Bug/Electric -> Electric/Dark (<- 1x | 2x ->)
Ghost/Rock -> Bug/Electric -> Dark/Dragon (<- 1x | 2x ->)
Ghost/Rock -> Bug/Psychic -> Water/Grass (<- 1x | 2x ->)
Ghost/Rock -> Bug/Psychic -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Bug/Psychic -> Dragon/Grass (<- 1x | 2x ->)
Ghost/Rock -> Bug/Dragon -> Dark/Water (<- 1x | 2x ->)
Ghost/Rock -> Bug/Dragon -> Electric/Dark (<- 1x | 2x ->)
Ghost/Rock -> Bug/Dark -> Bug/Dark (<- 2x | 2x ->)
Ghost/Rock -> Bug/Dark -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Rock -> Bug/Fairy -> Ghost/Dark (<- 1x | 2x ->)
Ghost/Rock -> Bug/Fairy -> Water/Grass (<- 1x | 2x ->)
Ghost/Rock -> Bug/Fairy -> Dragon/Water (<- 1x | 2x ->)
Ghost/Rock -> Bug/Fairy -> Dark/Water (<- 1x | 2x ->)
Ghost/Rock -> Bug/Fairy -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Bug/Fairy -> Electric/Dark (<- 1x | 2x ->)
Ghost/Rock -> Bug/Fairy -> Dark/Fairy (<- 1x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Steel (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Steel -> Dark/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Ghost/Fire (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Ghost/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Psychic/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fire -> Dark/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Ghost/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Dark/Fire (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Water -> Psychic/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Grass -> Ghost/Grass (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Grass -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Grass -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Grass -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Grass -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Grass -> Ice/Water (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Electric -> Ghost/Electric (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Electric -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Electric -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Electric -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Ice -> Ghost/Ice (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Ice -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Ice -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Ice -> Steel/Psychic (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Dragon -> Ghost/Dragon (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Dragon -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Fire/Fairy -> Ghost/Dark (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Ghost/Dark (<- 1x | 2x ->)
Ghost/Rock -> Ghost/Fairy -> Ghost/Fairy (<- 2x | 2x ->)
Ghost/Rock -> Ghost/Fairy -> Steel/Psychic (<- 2x | 2x ->)
Ghost/Rock -> Electric/Psychic -> Steel/Water (<- 1x | 2x ->)
Ghost/Rock -> Electric/Ice -> Steel/Water (<- 1x | 2x ->)
Ghost/Rock -> Fire/Psychic -> Electric/Steel (<- 1x | 2x ->)
Ghost/Rock -> Fire/Fairy -> Electric/Steel (<- 1x | 2x ->)
Ghost/Rock -> Steel/Psychic -> Dark/Ice (<- 2x | 2x ->)
Ghost/Rock -> Dragon/Fire -> Steel/Fairy (<- 1x | 2x ->)
Ghost/Rock -> Fire/Fairy -> Steel/Fairy (<- 1x | 2x ->)
Ghost/Rock -> Electric/Fire -> Dark/Grass (<- 1x | 2x ->)
Ghost/Rock -> Fire/Psychic -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Dragon/Fire -> Dark/Grass (<- 1x | 2x ->)
Ghost/Rock -> Dragon/Fire -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Rock -> Dark/Fire -> Psychic/Water (<- 2x | 2x ->)
Ghost/Rock -> Fire/Fairy -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Fire/Fairy -> Electric/Dark (<- 1x | 2x ->)
Ghost/Rock -> Fire/Fairy -> Dark/Psychic (<- 1x | 2x ->)
Ghost/Rock -> Ice/Water -> Psychic/Grass (<- 2x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Dragon/Water (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Dragon/Water (<- 1x | 2x ->)
Ghost/Rock -> Electric/Ice -> Dark/Water (<- 1x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Dark/Water (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Dark/Water (<- 1x | 2x ->)
Ghost/Rock -> Electric/Psychic -> Fairy/Water (<- 1x | 2x ->)
Ghost/Rock -> Electric/Ice -> Fairy/Water (<- 1x | 2x ->)
Ghost/Rock -> Electric/Ice -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Ice/Psychic -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Electric/Grass (<- 1x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Dragon/Grass (<- 1x | 2x ->)
Ghost/Rock -> Electric/Ice -> Dark/Grass (<- 1x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Dark/Grass (<- 1x | 2x ->)
Ghost/Rock -> Dragon/Ice -> Dark/Grass (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Dark/Grass (<- 1x | 2x ->)
Ghost/Rock -> Electric/Ice -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Rock -> Ice/Psychic -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Fairy/Grass (<- 1x | 2x ->)
Ghost/Rock -> Electric/Ice -> Dark/Dragon (<- 1x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Electric/Dark (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Electric/Dark (<- 1x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Dark/Psychic (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Dark/Psychic (<- 1x | 2x ->)
Ghost/Rock -> Fairy/Psychic -> Dark/Fairy (<- 1x | 2x ->)
Ghost/Rock -> Ice/Fairy -> Dark/Fairy (<- 1x | 2x ->)
Rock/Steel -> Rock/Grass -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Rock/Grass -> Electric/Water (<- 1x | 2x ->)
Rock/Steel -> Rock/Grass -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Rock/Grass -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Rock/Grass -> Fairy/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Ghost -> Water/Grass (<- 1x | 2x ->)
Rock/Steel -> Bug/Ghost -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Grass -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Grass -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Grass -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Grass -> Fairy/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Electric -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Electric -> Water/Grass (<- 1x | 2x ->)
Rock/Steel -> Bug/Electric -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Electric -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Electric -> Fairy/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Dark -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Dark -> Water/Grass (<- 1x | 2x ->)
Rock/Steel -> Bug/Dark -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Bug/Dark -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Fire/Grass -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Ice/Grass -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Fairy/Grass -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Electric/Ice -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Dark/Ice -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Dark/Fairy -> Ghost/Water (<- 1x | 2x ->)
Rock/Steel -> Ghost/Ice -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Ghost/Fairy -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Ghost/Fairy -> Dragon/Water (<- 1x | 2x ->)
Rock/Steel -> Ghost/Fairy -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Fire/Grass -> Electric/Water (<- 1x | 2x ->)
Rock/Steel -> Fire/Grass -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Fire/Grass -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Fire/Grass -> Fairy/Water (<- 1x | 2x ->)
Rock/Steel -> Ice/Grass -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Fairy/Grass -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Electric/Ice -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Dark/Ice -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Dark/Fairy -> Psychic/Water (<- 1x | 2x ->)
Rock/Steel -> Dark/Fairy -> Dragon/Water (<- 1x | 2x ->)
Rock/Steel -> Ice/Grass -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Electric/Ice -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Dark/Fairy -> Dark/Water (<- 1x | 2x ->)
Rock/Steel -> Ice/Grass -> Fairy/Water (<- 1x | 2x ->)
Rock/Steel -> Fairy/Grass -> Fairy/Water (<- 1x | 2x ->)
Rock/Steel -> Electric/Ice -> Fairy/Water (<- 1x | 2x ->)
Rock/Fire -> Rock/Fire -> Rock/Fire (<- 2x | 2x ->)
Rock/Fire -> Rock/Fire -> Rock/Ice (<- 2x | 2x ->)
Rock/Fire -> Ghost/Grass -> Electric/Rock (<- 1x | 2x ->)
Rock/Fire -> Electric/Grass -> Electric/Rock (<- 1x | 2x ->)
Rock/Fire -> Psychic/Grass -> Electric/Rock (<- 1x | 2x ->)
Rock/Fire -> Dark/Grass -> Electric/Rock (<- 1x | 2x ->)
Rock/Fire -> Fairy/Grass -> Electric/Rock (<- 1x | 2x ->)
Rock/Fire -> Ghost/Grass -> Rock/Psychic (<- 1x | 2x ->)
Rock/Fire -> Electric/Grass -> Rock/Psychic (<- 1x | 2x ->)
Rock/Fire -> Psychic/Grass -> Rock/Psychic (<- 1x | 2x ->)
Rock/Fire -> Dark/Grass -> Rock/Psychic (<- 1x | 2x ->)
Rock/Fire -> Fairy/Grass -> Rock/Psychic (<- 1x | 2x ->)
Rock/Fire -> Rock/Ice -> Rock/Ice (<- 2x | 2x ->)
Rock/Fire -> Fairy/Grass -> Rock/Dragon (<- 1x | 2x ->)
Rock/Fire -> Electric/Steel -> Dark/Rock (<- 1x | 2x ->)
Rock/Fire -> Electric/Grass -> Dark/Rock (<- 1x | 2x ->)
Rock/Fire -> Dark/Grass -> Dark/Rock (<- 1x | 2x ->)
Rock/Fire -> Fairy/Grass -> Dark/Rock (<- 1x | 2x ->)
Rock/Fire -> Ghost/Grass -> Rock/Fairy (<- 1x | 2x ->)
Rock/Fire -> Electric/Grass -> Rock/Fairy (<- 1x | 2x ->)
Rock/Fire -> Psychic/Grass -> Rock/Fairy (<- 1x | 2x ->)
Rock/Fire -> Fairy/Grass -> Rock/Fairy (<- 1x | 2x ->)
Rock/Water -> Rock/Ice -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Dark/Rock -> Ghost/Electric (<- 1x | 2x ->)
Rock/Water -> Dark/Rock -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Rock/Fairy -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Rock/Fairy -> Electric/Dark (<- 1x | 2x ->)
Rock/Water -> Bug/Ghost -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Bug/Fire -> Psychic/Grass (<- 1x | 4x ->)
Rock/Water -> Bug/Fire -> Dark/Grass (<- 1x | 4x ->)
Rock/Water -> Bug/Psychic -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Bug/Ice -> Psychic/Grass (<- 1x | 4x ->)
Rock/Water -> Bug/Ice -> Dragon/Grass (<- 1x | 4x ->)
Rock/Water -> Bug/Ice -> Dark/Grass (<- 1x | 4x ->)
Rock/Water -> Bug/Dragon -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Bug/Dragon -> Electric/Dark (<- 1x | 2x ->)
Rock/Water -> Bug/Dark -> Ghost/Electric (<- 1x | 2x ->)
Rock/Water -> Bug/Dark -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Bug/Dark -> Electric/Dark (<- 1x | 2x ->)
Rock/Water -> Bug/Fairy -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Bug/Fairy -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Bug/Fairy -> Electric/Dark (<- 1x | 2x ->)
Rock/Water -> Ghost/Fire -> Electric/Steel (<- 1x | 2x ->)
Rock/Water -> Ghost/Fire -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Dark/Fire -> Ghost/Electric (<- 1x | 2x ->)
Rock/Water -> Dark/Ice -> Ghost/Electric (<- 1x | 2x ->)
Rock/Water -> Ghost/Ice -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Ghost/Ice -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Steel/Fire -> Electric/Steel (<- 1x | 2x ->)
Rock/Water -> Fire/Psychic -> Electric/Steel (<- 1x | 2x ->)
Rock/Water -> Dark/Fire -> Electric/Steel (<- 1x | 2x ->)
Rock/Water -> Fire/Fairy -> Electric/Steel (<- 1x | 2x ->)
Rock/Water -> Dark/Fire -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Fire/Fairy -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Fire/Fairy -> Electric/Dark (<- 1x | 2x ->)
Rock/Water -> Dark/Ice -> Electric/Psychic (<- 1x | 2x ->)
Rock/Water -> Ice/Psychic -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Dark/Ice -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Ice/Fairy -> Electric/Dragon (<- 1x | 2x ->)
Rock/Water -> Ice/Fairy -> Electric/Dark (<- 1x | 2x ->)
Rock/Grass -> Rock/Ice -> Rock/Ice (<- 2x | 2x ->)
Rock/Grass -> Rock/Ice -> Bug/Water (<- 2x | 2x ->)
Rock/Grass -> Rock/Ice -> Bug/Grass (<- 2x | 2x ->)
Rock/Grass -> Rock/Ice -> Ice/Water (<- 2x | 2x ->)
Rock/Grass -> Rock/Ice -> Ice/Grass (<- 2x | 2x ->)
Rock/Grass -> Bug/Ghost -> Bug/Ghost (<- 2x | 2x ->)
Rock/Grass -> Bug/Ghost -> Bug/Dark (<- 2x | 2x ->)
Rock/Grass -> Bug/Ghost -> Ghost/Ice (<- 2x | 2x ->)
Rock/Grass -> Bug/Ghost -> Dark/Ice (<- 2x | 2x ->)
Rock/Grass -> Bug/Grass -> Bug/Grass (<- 2x | 2x ->)
Rock/Grass -> Bug/Grass -> Bug/Psychic (<- 2x | 2x ->)
Rock/Grass -> Bug/Grass -> Bug/Dark (<- 2x | 2x ->)
Rock/Grass -> Bug/Grass -> Ice/Water (<- 2x | 2x ->)
Rock/Grass -> Bug/Grass -> Ice/Grass (<- 2x | 2x ->)
Rock/Grass -> Bug/Grass -> Ice/Psychic (<- 2x | 2x ->)
Rock/Grass -> Bug/Grass -> Dark/Ice (<- 2x | 2x ->)
Rock/Grass -> Bug/Psychic -> Bug/Psychic (<- 2x | 2x ->)
Rock/Grass -> Bug/Psychic -> Bug/Dark (<- 2x | 2x ->)
Rock/Grass -> Bug/Psychic -> Dark/Ice (<- 2x | 2x ->)
Rock/Grass -> Bug/Dragon -> Bug/Dragon (<- 2x | 2x ->)
Rock/Grass -> Bug/Dragon -> Ice/Grass (<- 2x | 2x ->)
Rock/Grass -> Bug/Dragon -> Ice/Psychic (<- 2x | 2x ->)
Rock/Grass -> Bug/Dragon -> Dragon/Ice (<- 2x | 2x ->)
Rock/Grass -> Bug/Dragon -> Dark/Ice (<- 2x | 2x ->)
Rock/Grass -> Bug/Dark -> Bug/Dark (<- 2x | 2x ->)
Rock/Grass -> Ghost/Ice -> Ghost/Ice (<- 2x | 2x ->)
Rock/Grass -> Fairy/Water -> Steel/Fire (<- 1x | 2x ->)
Rock/Grass -> Dragon/Ice -> Dragon/Ice (<- 2x | 2x ->)
Electric/Rock -> Bug/Ghost -> Water/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Ghost -> Electric/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Ghost -> Dragon/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Grass -> Bug/Grass (<- 2x | 2x ->)
Electric/Rock -> Bug/Grass -> Ice/Water (<- 2x | 2x ->)
Electric/Rock -> Bug/Grass -> Ice/Grass (<- 2x | 2x ->)
Electric/Rock -> Bug/Electric -> Water/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Electric -> Dragon/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Psychic -> Water/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Psychic -> Electric/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Psychic -> Dragon/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Dark -> Water/Grass (<- 1x | 2x ->)
Electric/Rock -> Bug/Dark -> Electric/Grass (<- 1x | 2x ->)
